sequence,symbol,name,start,end,strand,pct_identity,pct_cov
seq_35,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1834,2646,-,100.0,100.0
seq_36,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,2018,2875,-,100.0,100.0
seq_37,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1646,2458,-,100.0,100.0
seq_38,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,969,1781,-,100.0,100.0
seq_39,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1305,2111,+,100.0,100.0
seq_4,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,842,1654,-,100.0,100.0
seq_40,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1020,1832,-,100.0,100.0
seq_41,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1843,2655,-,100.0,100.0
seq_42,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1143,1955,-,100.0,100.0
seq_43,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,2606,3463,-,100.0,100.0
seq_44,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1105,1917,-,100.0,100.0
seq_45,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1651,2463,-,100.0,100.0
seq_46,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,947,1759,-,100.0,100.0
seq_47,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1664,2476,-,100.0,100.0
seq_48,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,2348,3205,-,100.0,100.0
seq_49,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,2561,3373,-,100.0,100.0
seq_5,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1552,2364,-,100.0,100.0
seq_50,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1972,2829,-,100.0,100.0
seq_51,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1539,2351,-,100.0,100.0
seq_52,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1906,2763,-,100.0,100.0
seq_53,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1390,2247,+,100.0,100.0
seq_53,tet(C),tetracycline efflux MFS transporter Tet(C),4269,4889,-,100.0,52.27
seq_54,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,857,1669,-,100.0,100.0
seq_55,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1343,2200,+,100.0,100.0
seq_55,tet(C),tetracycline efflux MFS transporter Tet(C),4222,4842,-,100.0,52.27
seq_56,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1387,2199,-,100.0,100.0
seq_57,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1538,2350,-,100.0,100.0
seq_58,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1034,1846,-,100.0,100.0
seq_59,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1305,2111,+,100.0,100.0
seq_59,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3460,4317,-,100.0,100.0
seq_6,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1366,2178,-,100.0,100.0
seq_60,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,2028,2885,-,100.0,100.0
seq_61,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1893,2705,-,100.0,100.0
seq_62,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,993,1805,-,100.0,100.0
seq_63,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1475,2332,+,100.0,100.0
seq_63,tet(C),tetracycline efflux MFS transporter Tet(C),4354,4974,-,100.0,52.27
seq_64,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,823,1635,-,100.0,100.0
seq_65,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,1886,2743,-,100.0,100.0
seq_66,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,804,1616,-,100.0,100.0
seq_67,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,5986,6798,-,100.0,100.0
seq_68,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1263,2075,-,100.0,100.0
seq_69,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2559,3416,+,100.0,100.0
seq_7,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1654,2466,-,100.0,100.0
seq_70,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,807,1619,-,100.0,100.0
seq_71,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1622,2434,-,100.0,100.0
seq_72,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,826,1638,-,100.0,100.0
seq_73,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1644,2456,-,100.0,100.0
seq_74,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1249,2061,-,100.0,100.0
seq_75,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,1884,2741,-,100.0,100.0
seq_76,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1055,1867,-,100.0,100.0
seq_77,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1305,2111,+,100.0,100.0
seq_77,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3460,4317,-,100.0,100.0
seq_78,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1982,2839,-,100.0,100.0
seq_79,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1305,2111,+,100.0,100.0
seq_79,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3460,4317,-,100.0,100.0
seq_79,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,8780,9637,-,100.0,100.0
seq_8,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1001,1813,-,100.0,100.0
seq_80,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,928,1740,-,100.0,100.0
seq_81,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1658,2470,-,100.0,100.0
seq_82,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1210,2022,-,100.0,100.0
seq_83,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1487,2299,-,100.0,100.0
seq_84,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,950,1762,-,100.0,100.0
seq_86,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,968,1780,-,100.0,100.0
seq_87,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1485,2297,-,100.0,100.0
seq_88,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,977,1789,-,100.0,100.0
seq_89,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1305,2111,+,100.0,100.0
seq_89,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3460,4317,-,100.0,100.0
seq_9,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1305,2111,+,100.0,100.0
seq_9,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3460,4317,-,100.0,100.0
seq_9,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,9548,10360,-,100.0,100.0
seq_90,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,865,1677,-,100.0,100.0
seq_91,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1506,2318,-,100.0,100.0
seq_92,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1210,2022,-,100.0,100.0
seq_93,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1492,2304,-,100.0,100.0
seq_94,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,986,1798,-,100.0,100.0
seq_95,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,2201,3013,-,100.0,100.0
seq_96,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1028,1840,-,100.0,100.0
seq_97,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1619,2431,-,100.0,100.0
seq_98,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,826,1638,-,100.0,100.0
seq_99,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,2635,3447,-,100.0,100.0
