task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
25	d7/6ae4a4	1894636	QC:PRODIGAL (McClain_PlasmidGPT_RL_ATG)	COMPLETED	0	2026-01-09 20:27:14.039	1.7s	968ms	97.3%	3.4 MB	4.7 MB	2.1 MB	1.4 MB
26	6d/e5802a	1894659	EVAL:COMPUTE_METRICS (McClain_PlasmidGPT_RL_ATG)	COMPLETED	0	2026-01-09 20:27:14.056	2s	1.4s	156.6%	126.4 MB	2.4 GB	30 MB	4.2 KB
7	29/31aaec	1888385	GENERATE:SAMPLE_MODEL (McClain_PlasmidGPT_RL_GFP_cassette)	COMPLETED	0	2026-01-09 20:27:00.126	20.2s	19.5s	106.0%	1.2 GB	16.1 GB	130.6 MB	836.1 KB
32	26/ddddd3	1897497	EVAL:COMPUTE_METRICS (McClain_PlasmidGPT_RL_GFP_cassette)	COMPLETED	0	2026-01-09 20:27:20.385	2.2s	1.6s	113.0%	125.7 MB	2.4 GB	30 MB	4.7 KB
24	36/b24464	1894642	QC:FIND_REPEATS (McClain_PlasmidGPT_RL_ATG)	COMPLETED	0	2026-01-09 20:27:14.043	10.1s	9.3s	114.1%	132.3 MB	3.1 GB	25.2 MB	4.3 KB
31	30/bc6f24	1899472	QC:PRODIGAL (McClain_PlasmidGPT_RL_GFP_cassette)	COMPLETED	0	2026-01-09 20:27:24.152	1.6s	965ms	101.0%	6.9 MB	112.3 MB	2.1 MB	1.4 MB
27	c7/999838	1894676	QC:AMRFINDER (McClain_PlasmidGPT_RL_ATG)	COMPLETED	0	2026-01-09 20:27:14.061	12.6s	11.7s	344.6%	457.4 MB	647.4 MB	71.8 MB	70.1 MB
36	dc/bb24a7	1900149	EVAL:AGGREGATE_METRICS	COMPLETED	0	2026-01-09 20:27:25.734	1s	509ms	270.2%	7.9 MB	12.5 MB	15.6 MB	14.2 KB
28	f0/2a0df6	1896217	QC:MOB_TYPER (McClain_PlasmidGPT_RL_ATG)	COMPLETED	0	2026-01-09 20:27:16.094	13.1s	12.5s	211.8%	277.7 MB	3.8 GB	50.5 MB	2.9 MB
35	ae/75afc2	1898644	QC:FIND_REPEATS (McClain_PlasmidGPT_RL_GFP_cassette)	COMPLETED	0	2026-01-09 20:27:22.610	9.8s	9.1s	110.9%	132.1 MB	3.1 GB	25.2 MB	4.4 KB
37	7b/121b23	1902372	QC:AGGREGATE_REPEATS	COMPLETED	0	2026-01-09 20:27:32.374	1.1s	519ms	241.0%	7.4 MB	12.5 MB	13.7 MB	13.5 KB
30	e9/e905ae	1900600	QC:AMRFINDER (McClain_PlasmidGPT_RL_GFP_cassette)	COMPLETED	0	2026-01-09 20:27:26.633	11.8s	11.3s	353.7%	632.4 MB	641.1 MB	72.7 MB	71 MB
38	53/6d6de5	1904043	QC:AGGREGATE_AMR	COMPLETED	0	2026-01-09 20:27:38.479	1s	499ms	320.0%	8.1 MB	12.6 MB	13.7 MB	57.9 KB
39	dc/722d6b	1904394	QC:FILTER_QC	COMPLETED	0	2026-01-09 20:27:39.593	1.6s	1.1s	276.0%	13.9 MB	19 MB	24.9 MB	7.9 KB
34	45/a4e1da	1901356	QC:MOB_TYPER (McClain_PlasmidGPT_RL_GFP_cassette)	COMPLETED	0	2026-01-09 20:27:29.177	12.4s	11.8s	213.6%	277.5 MB	3.9 GB	50.5 MB	2.9 MB
40	73/b98025	1904908	EVAL:COMPARE_MODELS	COMPLETED	0	2026-01-09 20:27:41.245	1.6s	1s	207.3%	7.4 MB	12.5 MB	29.5 MB	1.9 KB
29	86/4eea4a	1894693	EVAL:MFE_CIRCULAR (McClain_PlasmidGPT_RL_ATG)	ABORTED	-	2026-01-09 20:27:14.066	-	-	-	-	-	-	-
33	2c/c21526	1897503	EVAL:MFE_CIRCULAR (McClain_PlasmidGPT_RL_GFP_cassette)	ABORTED	-	2026-01-09 20:27:20.391	-	-	-	-	-	-	-
