task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
36	ab/609e40	2185061	QC:PRODIGAL (McClain_PlasmidGPT_RL_GFP_cassette)	COMPLETED	0	2026-01-10 00:22:35.445	2.1s	1.4s	100.4%	17.5 MB	121.2 MB	2.3 MB	1.6 MB
31	73/91cf20	2185927	EVAL:COMPUTE_METRICS (McClain_PlasmidGPT_RL_GFP_cassette)	COMPLETED	0	2026-01-10 00:22:37.011	2.6s	1.9s	124.4%	126.8 MB	2.4 GB	30 MB	4.7 KB
28	60/2faf6d	2180908	QC:FIND_REPEATS (McClain_PlasmidGPT_RL_ATG)	COMPLETED	0	2026-01-10 00:22:24.422	16.2s	15.4s	100.9%	132.2 MB	3.1 GB	25.2 MB	10.2 KB
29	de/0b3607	2187225	QC:BLAST_ORI (McClain_PlasmidGPT_RL_ATG)	COMPLETED	0	2026-01-10 00:22:40.582	3.3s	2.5s	269.4%	116.9 MB	855.2 MB	14.6 MB	434.9 KB
27	f0/1a4f81	2183757	QC:MOB_TYPER (McClain_PlasmidGPT_RL_ATG)	COMPLETED	0	2026-01-10 00:22:31.885	15.1s	14.4s	188.5%	344.3 MB	3.8 GB	50.4 MB	2.9 MB
35	80/167bcc	2186199	QC:FIND_REPEATS (McClain_PlasmidGPT_RL_GFP_cassette)	COMPLETED	0	2026-01-10 00:22:37.530	19.5s	18.6s	100.8%	133.7 MB	3.1 GB	25.2 MB	4.3 KB
38	9a/a3ae32	2191541	EVAL:AGGREGATE_METRICS	COMPLETED	0	2026-01-10 00:22:57.011	1.3s	643ms	121.3%	12.3 MB	66 MB	15.6 MB	14.6 KB
39	0f/39b6af	2191973	QC:AGGREGATE_REPEATS	COMPLETED	0	2026-01-10 00:22:58.342	1.5s	784ms	132.2%	7.3 MB	11.5 MB	13.7 MB	51.8 KB
30	3c/b78edc	2188249	QC:AMRFINDER (McClain_PlasmidGPT_RL_ATG)	COMPLETED	0	2026-01-10 00:22:43.841	17.2s	16.5s	301.4%	363.6 MB	742.7 MB	71.5 MB	69.8 MB
33	45/d1ba66	2192545	QC:BLAST_ORI (McClain_PlasmidGPT_RL_GFP_cassette)	COMPLETED	0	2026-01-10 00:23:01.050	3.5s	2.8s	272.8%	121.4 MB	792.1 MB	14.7 MB	491.5 KB
34	88/82cef1	2189165	QC:AMRFINDER (McClain_PlasmidGPT_RL_GFP_cassette)	COMPLETED	0	2026-01-10 00:22:46.973	17.8s	17.1s	309.2%	334.4 MB	739.5 MB	73.5 MB	71.7 MB
40	cb/10c368	2193104	QC:AGGREGATE_ORI	COMPLETED	0	2026-01-10 00:23:04.553	1.5s	808ms	138.0%	8.4 MB	12.7 MB	13.6 MB	1.7 KB
41	0a/218e08	2193308	QC:AGGREGATE_AMR	COMPLETED	0	2026-01-10 00:23:04.773	1.4s	652ms	181.6%	8.1 MB	12.6 MB	13.7 MB	85.8 KB
42	fa/fee09f	2193999	QC:FILTER_QC	COMPLETED	0	2026-01-10 00:23:06.255	2.3s	1.6s	178.7%	127.2 MB	3.1 GB	24.9 MB	12.8 KB
43	b2/6bc4ed	2194535	EVAL:COMPARE_MODELS	COMPLETED	0	2026-01-10 00:23:08.549	2s	1.3s	150.1%	125.4 MB	2.4 GB	29.5 MB	1.9 KB
37	bc/08ddce	2193093	QC:MOB_TYPER (McClain_PlasmidGPT_RL_GFP_cassette)	COMPLETED	0	2026-01-10 00:23:04.541	15.4s	14.6s	196.6%	277.4 MB	3.7 GB	50.8 MB	3 MB
17	42/07e9e7	2178552	EVAL:MFE_CIRCULAR (UCL_CSSB_PlasmidGPT_GFP_cassette)	ABORTED	-	2026-01-10 00:22:17.499	-	-	-	-	-	-	-
25	fd/2b20ce	2181900	EVAL:MFE_CIRCULAR (McClain_PlasmidGPT_RL_ATG)	ABORTED	-	2026-01-10 00:22:25.976	-	-	-	-	-	-	-
32	9c/12a728	2185551	EVAL:MFE_CIRCULAR (McClain_PlasmidGPT_RL_GFP_cassette)	ABORTED	-	2026-01-10 00:22:36.263	-	-	-	-	-	-	-
