query_id	query_length	subject_id	subject_title	subject_length	align_length	identities	pct_identity	query_coverage	subject_coverage	evalue	bitscore
SFT_seq_1	7194	gi|1812619136|gb|MN161744.1|	gi|1812619136|gb|MN161744.1| Cloning vector pEA206, complete sequence	7861	2603	2599	99.85	36.18	33.11	0.0	4783.94
SFT_seq_1	7194	gi|1812619136|gb|MN161744.1|	gi|1812619136|gb|MN161744.1| Cloning vector pEA206, complete sequence	7861	903	903	100.0	12.55	11.49	0.0	1668.64
SFT_seq_1	7194	gi|1812619136|gb|MN161744.1|	gi|1812619136|gb|MN161744.1| Cloning vector pEA206, complete sequence	7861	439	439	100.0	6.1	5.58	0.0	811.799
SFT_seq_1	7194	gi|1338126328|dbj|LC363502.1|	gi|1338126328|dbj|LC363502.1| Cloning vector pRSET-TriEX DNA, complete sequence	2924	2603	2599	99.85	36.18	89.02	0.0	4783.94
SFT_seq_1	7194	gi|1338126328|dbj|LC363502.1|	gi|1338126328|dbj|LC363502.1| Cloning vector pRSET-TriEX DNA, complete sequence	2924	903	903	100.0	12.55	30.88	0.0	1668.64
SFT_seq_1	7194	gi|1338126328|dbj|LC363502.1|	gi|1338126328|dbj|LC363502.1| Cloning vector pRSET-TriEX DNA, complete sequence	2924	439	439	100.0	6.1	15.01	0.0	811.799
SFT_seq_1	7194	gi|287943|emb|X54209.1|	gi|287943|emb|X54209.1| Cloning vector pRSET6d (pBluescript KS plus derivative)	2828	2613	2605	99.69	36.32	92.4	0.0	4778.4
SFT_seq_1	7194	gi|287943|emb|X54209.1|	gi|287943|emb|X54209.1| Cloning vector pRSET6d (pBluescript KS plus derivative)	2828	903	902	99.89	12.55	31.93	0.0	1663.1
SFT_seq_1	7194	gi|287943|emb|X54209.1|	gi|287943|emb|X54209.1| Cloning vector pRSET6d (pBluescript KS plus derivative)	2828	439	439	100.0	6.1	15.52	0.0	811.799
SFT_seq_2	6507	gi|2860240406|gb|CP174135.1|	gi|2860240406|gb|CP174135.1| Cronobacter malonaticus strain NWU01 plasmid unnamed3, complete sequenc	5284	4556	4534	99.52	70.02	86.22	0.0	8277.8
SFT_seq_2	6507	gi|2860240406|gb|CP174135.1|	gi|2860240406|gb|CP174135.1| Cronobacter malonaticus strain NWU01 plasmid unnamed3, complete sequenc	5284	426	425	99.77	6.55	8.06	0.0	780.406
SFT_seq_2	6507	gi|2860240406|gb|CP174135.1|	gi|2860240406|gb|CP174135.1| Cronobacter malonaticus strain NWU01 plasmid unnamed3, complete sequenc	5284	252	252	100.0	3.87	4.77	2.54292e-125	466.476
SFT_seq_2	6507	gi|2860240406|gb|CP174135.1|	gi|2860240406|gb|CP174135.1| Cronobacter malonaticus strain NWU01 plasmid unnamed3, complete sequenc	5284	59	56	94.92	0.91	1.12	1.78818e-12	91.6061
SFT_seq_2	6507	gi|2860240406|gb|CP174135.1|	gi|2860240406|gb|CP174135.1| Cronobacter malonaticus strain NWU01 plasmid unnamed3, complete sequenc	5284	59	56	94.92	0.91	1.12	1.78818e-12	91.6061
SFT_seq_2	6507	gi|2860240406|gb|CP174135.1|	gi|2860240406|gb|CP174135.1| Cronobacter malonaticus strain NWU01 plasmid unnamed3, complete sequenc	5284	59	56	94.92	0.91	1.12	1.78818e-12	91.6061
SFT_seq_2	6507	gi|339896627|gb|JN201968.1|	gi|339896627|gb|JN201968.1| Cloning vector pRR02, complete sequence	6352	4032	4023	99.78	61.96	63.48	0.0	7393.26
SFT_seq_2	6507	gi|339896627|gb|JN201968.1|	gi|339896627|gb|JN201968.1| Cloning vector pRR02, complete sequence	6352	918	918	100.0	14.11	14.45	0.0	1696.34
SFT_seq_2	6507	gi|339896627|gb|JN201968.1|	gi|339896627|gb|JN201968.1| Cloning vector pRR02, complete sequence	6352	252	252	100.0	3.87	3.97	2.54292e-125	466.476
SFT_seq_2	6507	gi|339896627|gb|JN201968.1|	gi|339896627|gb|JN201968.1| Cloning vector pRR02, complete sequence	6352	59	56	94.92	0.91	0.93	1.78818e-12	91.6061
SFT_seq_2	6507	gi|339896627|gb|JN201968.1|	gi|339896627|gb|JN201968.1| Cloning vector pRR02, complete sequence	6352	59	56	94.92	0.91	0.93	1.78818e-12	91.6061
SFT_seq_2	6507	gi|339896627|gb|JN201968.1|	gi|339896627|gb|JN201968.1| Cloning vector pRR02, complete sequence	6352	59	56	94.92	0.91	0.93	1.78818e-12	91.6061
SFT_seq_2	6507	gi|339896623|gb|JN201967.1|	gi|339896623|gb|JN201967.1| Cloning vector pRR03, complete sequence	6196	4032	4023	99.78	61.96	65.07	0.0	7393.26
SFT_seq_2	6507	gi|339896623|gb|JN201967.1|	gi|339896623|gb|JN201967.1| Cloning vector pRR03, complete sequence	6196	918	918	100.0	14.11	14.82	0.0	1696.34
SFT_seq_2	6507	gi|339896623|gb|JN201967.1|	gi|339896623|gb|JN201967.1| Cloning vector pRR03, complete sequence	6196	252	252	100.0	3.87	4.07	2.54292e-125	466.476
SFT_seq_2	6507	gi|339896623|gb|JN201967.1|	gi|339896623|gb|JN201967.1| Cloning vector pRR03, complete sequence	6196	59	56	94.92	0.91	0.95	1.78818e-12	91.6061
SFT_seq_2	6507	gi|339896623|gb|JN201967.1|	gi|339896623|gb|JN201967.1| Cloning vector pRR03, complete sequence	6196	59	56	94.92	0.91	0.95	1.78818e-12	91.6061
SFT_seq_2	6507	gi|339896623|gb|JN201967.1|	gi|339896623|gb|JN201967.1| Cloning vector pRR03, complete sequence	6196	59	56	94.92	0.91	0.95	1.78818e-12	91.6061
SFT_seq_2	6507	gi|339896631|gb|JN201969.1|	gi|339896631|gb|JN201969.1| Cloning vector pRR04, complete sequence	6571	4032	4023	99.78	61.96	61.36	0.0	7393.26
SFT_seq_2	6507	gi|339896631|gb|JN201969.1|	gi|339896631|gb|JN201969.1| Cloning vector pRR04, complete sequence	6571	918	918	100.0	14.11	13.97	0.0	1696.34
SFT_seq_2	6507	gi|339896631|gb|JN201969.1|	gi|339896631|gb|JN201969.1| Cloning vector pRR04, complete sequence	6571	252	252	100.0	3.87	3.84	2.54292e-125	466.476
SFT_seq_2	6507	gi|339896631|gb|JN201969.1|	gi|339896631|gb|JN201969.1| Cloning vector pRR04, complete sequence	6571	59	56	94.92	0.91	0.9	1.78818e-12	91.6061
SFT_seq_2	6507	gi|339896631|gb|JN201969.1|	gi|339896631|gb|JN201969.1| Cloning vector pRR04, complete sequence	6571	59	56	94.92	0.91	0.9	1.78818e-12	91.6061
SFT_seq_2	6507	gi|339896631|gb|JN201969.1|	gi|339896631|gb|JN201969.1| Cloning vector pRR04, complete sequence	6571	59	56	94.92	0.91	0.9	1.78818e-12	91.6061
SFT_seq_2	6507	gi|339896635|gb|JN201970.1|	gi|339896635|gb|JN201970.1| Cloning vector pRR05, complete sequence	6430	4032	4023	99.78	61.96	62.71	0.0	7393.26
SFT_seq_2	6507	gi|339896635|gb|JN201970.1|	gi|339896635|gb|JN201970.1| Cloning vector pRR05, complete sequence	6430	918	918	100.0	14.11	14.28	0.0	1696.34
SFT_seq_2	6507	gi|339896635|gb|JN201970.1|	gi|339896635|gb|JN201970.1| Cloning vector pRR05, complete sequence	6430	252	252	100.0	3.87	3.92	2.54292e-125	466.476
SFT_seq_2	6507	gi|339896635|gb|JN201970.1|	gi|339896635|gb|JN201970.1| Cloning vector pRR05, complete sequence	6430	59	56	94.92	0.91	0.92	1.78818e-12	91.6061
SFT_seq_2	6507	gi|339896635|gb|JN201970.1|	gi|339896635|gb|JN201970.1| Cloning vector pRR05, complete sequence	6430	59	56	94.92	0.91	0.92	1.78818e-12	91.6061
SFT_seq_2	6507	gi|339896635|gb|JN201970.1|	gi|339896635|gb|JN201970.1| Cloning vector pRR05, complete sequence	6430	59	56	94.92	0.91	0.92	1.78818e-12	91.6061
SFT_seq_3	8333	gi|1885765006|gb|MN626475.1|	gi|1885765006|gb|MN626475.1| Cloning vector pRK102, complete sequence	11740	2657	2644	99.51	31.89	22.63	0.0	4822.72
SFT_seq_3	8333	gi|1885765006|gb|MN626475.1|	gi|1885765006|gb|MN626475.1| Cloning vector pRK102, complete sequence	11740	78	78	100.0	0.94	0.66	1.73497e-28	145.159
SFT_seq_3	8333	gi|1885765006|gb|MN626475.1|	gi|1885765006|gb|MN626475.1| Cloning vector pRK102, complete sequence	11740	72	72	100.0	0.86	0.61	3.75554e-25	134.079
SFT_seq_3	8333	gi|1885765006|gb|MN626475.1|	gi|1885765006|gb|MN626475.1| Cloning vector pRK102, complete sequence	11740	46	46	100.0	0.55	0.39	1.06658e-10	86.0662
SFT_seq_3	8333	gi|1885764988|gb|MN626473.1|	gi|1885764988|gb|MN626473.1| Cloning vector pRK100, complete sequence	11862	2657	2644	99.51	31.89	22.4	0.0	4822.72
SFT_seq_3	8333	gi|1885764988|gb|MN626473.1|	gi|1885764988|gb|MN626473.1| Cloning vector pRK100, complete sequence	11862	78	78	100.0	0.94	0.66	1.73497e-28	145.159
SFT_seq_3	8333	gi|1885764988|gb|MN626473.1|	gi|1885764988|gb|MN626473.1| Cloning vector pRK100, complete sequence	11862	72	72	100.0	0.86	0.61	3.75554e-25	134.079
SFT_seq_3	8333	gi|1885764988|gb|MN626473.1|	gi|1885764988|gb|MN626473.1| Cloning vector pRK100, complete sequence	11862	46	46	100.0	0.55	0.39	1.06658e-10	86.0662
SFT_seq_3	8333	gi|1992372257|gb|MW476676.1|	gi|1992372257|gb|MW476676.1| Cloning vector pSEVAb627, complete sequence	4434	2616	2602	99.46	31.39	59.0	0.0	4741.47
SFT_seq_3	8333	gi|1992372257|gb|MW476676.1|	gi|1992372257|gb|MW476676.1| Cloning vector pSEVAb627, complete sequence	4434	78	78	100.0	0.94	1.76	1.73497e-28	145.159
SFT_seq_3	8333	gi|1992372257|gb|MW476676.1|	gi|1992372257|gb|MW476676.1| Cloning vector pSEVAb627, complete sequence	4434	72	72	100.0	0.86	1.62	3.75554e-25	134.079
SFT_seq_3	8333	gi|1992372257|gb|MW476676.1|	gi|1992372257|gb|MW476676.1| Cloning vector pSEVAb627, complete sequence	4434	46	46	100.0	0.55	1.04	1.06658e-10	86.0662
SFT_seq_3	8333	gi|1992372225|gb|MW476669.1|	gi|1992372225|gb|MW476669.1| Cloning vector pSEVAb227, complete sequence	4556	2616	2602	99.46	31.39	57.42	0.0	4741.47
SFT_seq_3	8333	gi|1992372225|gb|MW476669.1|	gi|1992372225|gb|MW476669.1| Cloning vector pSEVAb227, complete sequence	4556	78	78	100.0	0.94	1.71	1.73497e-28	145.159
SFT_seq_3	8333	gi|1992372225|gb|MW476669.1|	gi|1992372225|gb|MW476669.1| Cloning vector pSEVAb227, complete sequence	4556	72	72	100.0	0.86	1.58	3.75554e-25	134.079
SFT_seq_3	8333	gi|1992372225|gb|MW476669.1|	gi|1992372225|gb|MW476669.1| Cloning vector pSEVAb227, complete sequence	4556	46	46	100.0	0.55	1.01	1.06658e-10	86.0662
SFT_seq_3	8333	gi|1992372207|gb|MW476665.1|	gi|1992372207|gb|MW476665.1| Cloning vector pSEVAb127, complete sequence	4657	2616	2602	99.46	31.39	56.17	0.0	4741.47
SFT_seq_3	8333	gi|1992372207|gb|MW476665.1|	gi|1992372207|gb|MW476665.1| Cloning vector pSEVAb127, complete sequence	4657	962	760	79.0	11.54	20.66	0.0	652.988
SFT_seq_3	8333	gi|1992372207|gb|MW476665.1|	gi|1992372207|gb|MW476665.1| Cloning vector pSEVAb127, complete sequence	4657	78	78	100.0	0.94	1.67	1.73497e-28	145.159
SFT_seq_3	8333	gi|1992372207|gb|MW476665.1|	gi|1992372207|gb|MW476665.1| Cloning vector pSEVAb127, complete sequence	4657	72	72	100.0	0.86	1.55	3.75554e-25	134.079
SFT_seq_3	8333	gi|1992372207|gb|MW476665.1|	gi|1992372207|gb|MW476665.1| Cloning vector pSEVAb127, complete sequence	4657	46	46	100.0	0.55	0.99	1.06658e-10	86.0662
SFT_seq_4	6770	gi|1034281678|gb|KU974159.1|	gi|1034281678|gb|KU974159.1| Expression vector pTEV19, complete sequence	6610	5214	5207	99.87	77.02	78.88	0.0	9590.77
SFT_seq_4	6770	gi|1034281672|gb|KU974157.1|	gi|1034281672|gb|KU974157.1| Expression vector pTEV17, complete sequence	6610	5214	5207	99.87	77.02	78.88	0.0	9590.77
SFT_seq_4	6770	gi|27573253|gb|AF525442.1|	gi|27573253|gb|AF525442.1| Expression vector pETAT-2, complete sequence	5451	5208	5203	99.9	76.93	95.54	0.0	9587.08
SFT_seq_4	6770	gi|164470790|gb|EU337982.1|	gi|164470790|gb|EU337982.1| Expression vector pKLD66, complete sequence	6608	5208	5203	99.9	76.93	78.81	0.0	9587.08
SFT_seq_4	6770	gi|164470793|gb|EU337983.1|	gi|164470793|gb|EU337983.1| Expression vector pKLD116, complete sequence	6626	5208	5203	99.9	76.93	78.6	0.0	9587.08
SFT_seq_5	13719	gi|817548398|gb|KR069097.1|	gi|817548398|gb|KR069097.1| Expression vector pET28_nusA_tjp1aN, complete sequence	7316	5200	5200	100.0	37.9	71.08	0.0	9603.7
SFT_seq_5	13719	gi|817548398|gb|KR069097.1|	gi|817548398|gb|KR069097.1| Expression vector pET28_nusA_tjp1aN, complete sequence	7316	1754	1754	100.0	12.79	23.97	0.0	3240.14
SFT_seq_5	13719	gi|817548398|gb|KR069097.1|	gi|817548398|gb|KR069097.1| Expression vector pET28_nusA_tjp1aN, complete sequence	7316	321	321	100.0	2.34	4.39	2.36417e-163	593.895
SFT_seq_5	13719	gi|817548398|gb|KR069097.1|	gi|817548398|gb|KR069097.1| Expression vector pET28_nusA_tjp1aN, complete sequence	7316	292	292	100.0	2.13	3.99	3.12384e-147	540.342
SFT_seq_5	13719	gi|817548398|gb|KR069097.1|	gi|817548398|gb|KR069097.1| Expression vector pET28_nusA_tjp1aN, complete sequence	7316	136	136	100.0	0.99	1.86	1.63912e-60	252.265
SFT_seq_5	13719	gi|817548398|gb|KR069097.1|	gi|817548398|gb|KR069097.1| Expression vector pET28_nusA_tjp1aN, complete sequence	7316	85	85	100.0	0.62	1.16	3.67583e-32	158.086
SFT_seq_5	13719	gi|817548398|gb|KR069097.1|	gi|817548398|gb|KR069097.1| Expression vector pET28_nusA_tjp1aN, complete sequence	7316	40	40	100.0	0.29	0.55	3.80818e-07	74.9863
SFT_seq_5	13719	gi|817548392|gb|KR069095.1|	gi|817548392|gb|KR069095.1| Expression vector pET28_nusA_tjp1aC, complete sequence	7172	5200	5200	100.0	37.9	72.5	0.0	9603.7
SFT_seq_5	13719	gi|817548392|gb|KR069095.1|	gi|817548392|gb|KR069095.1| Expression vector pET28_nusA_tjp1aC, complete sequence	7172	1754	1754	100.0	12.79	24.46	0.0	3240.14
SFT_seq_5	13719	gi|817548392|gb|KR069095.1|	gi|817548392|gb|KR069095.1| Expression vector pET28_nusA_tjp1aC, complete sequence	7172	321	321	100.0	2.34	4.48	2.36417e-163	593.895
SFT_seq_5	13719	gi|817548392|gb|KR069095.1|	gi|817548392|gb|KR069095.1| Expression vector pET28_nusA_tjp1aC, complete sequence	7172	292	292	100.0	2.13	4.07	3.12384e-147	540.342
SFT_seq_5	13719	gi|817548392|gb|KR069095.1|	gi|817548392|gb|KR069095.1| Expression vector pET28_nusA_tjp1aC, complete sequence	7172	136	136	100.0	0.99	1.9	1.63912e-60	252.265
SFT_seq_5	13719	gi|817548392|gb|KR069095.1|	gi|817548392|gb|KR069095.1| Expression vector pET28_nusA_tjp1aC, complete sequence	7172	85	85	100.0	0.62	1.19	3.67583e-32	158.086
SFT_seq_5	13719	gi|817548392|gb|KR069095.1|	gi|817548392|gb|KR069095.1| Expression vector pET28_nusA_tjp1aC, complete sequence	7172	40	40	100.0	0.29	0.56	3.80818e-07	74.9863
SFT_seq_5	13719	gi|1678415828|gb|MK720606.1|	gi|1678415828|gb|MK720606.1| Expression vector pNC-ET28, complete sequence	5979	5200	5200	100.0	37.9	86.97	0.0	9603.7
SFT_seq_5	13719	gi|1678415828|gb|MK720606.1|	gi|1678415828|gb|MK720606.1| Expression vector pNC-ET28, complete sequence	5979	1754	1754	100.0	12.79	29.34	0.0	3240.14
SFT_seq_5	13719	gi|1678415828|gb|MK720606.1|	gi|1678415828|gb|MK720606.1| Expression vector pNC-ET28, complete sequence	5979	321	321	100.0	2.34	5.37	2.36417e-163	593.895
SFT_seq_5	13719	gi|1678415828|gb|MK720606.1|	gi|1678415828|gb|MK720606.1| Expression vector pNC-ET28, complete sequence	5979	292	292	100.0	2.13	4.88	3.12384e-147	540.342
SFT_seq_5	13719	gi|1678415828|gb|MK720606.1|	gi|1678415828|gb|MK720606.1| Expression vector pNC-ET28, complete sequence	5979	136	136	100.0	0.99	2.27	1.63912e-60	252.265
SFT_seq_5	13719	gi|1678415828|gb|MK720606.1|	gi|1678415828|gb|MK720606.1| Expression vector pNC-ET28, complete sequence	5979	85	85	100.0	0.62	1.42	3.67583e-32	158.086
SFT_seq_5	13719	gi|1678415828|gb|MK720606.1|	gi|1678415828|gb|MK720606.1| Expression vector pNC-ET28, complete sequence	5979	40	40	100.0	0.29	0.67	3.80818e-07	74.9863
SFT_seq_5	13719	gi|1272206674|gb|KY349818.1|	gi|1272206674|gb|KY349818.1| Synthetic construct Fp-131 (Fp-131) and kanamycin resistance (KanR2) ge	5915	5200	5200	100.0	37.9	87.91	0.0	9603.7
SFT_seq_5	13719	gi|1272206674|gb|KY349818.1|	gi|1272206674|gb|KY349818.1| Synthetic construct Fp-131 (Fp-131) and kanamycin resistance (KanR2) ge	5915	1754	1754	100.0	12.79	29.65	0.0	3240.14
SFT_seq_5	13719	gi|1272206674|gb|KY349818.1|	gi|1272206674|gb|KY349818.1| Synthetic construct Fp-131 (Fp-131) and kanamycin resistance (KanR2) ge	5915	321	321	100.0	2.34	5.43	2.36417e-163	593.895
SFT_seq_5	13719	gi|1272206674|gb|KY349818.1|	gi|1272206674|gb|KY349818.1| Synthetic construct Fp-131 (Fp-131) and kanamycin resistance (KanR2) ge	5915	292	292	100.0	2.13	4.94	3.12384e-147	540.342
SFT_seq_5	13719	gi|1272206674|gb|KY349818.1|	gi|1272206674|gb|KY349818.1| Synthetic construct Fp-131 (Fp-131) and kanamycin resistance (KanR2) ge	5915	136	136	100.0	0.99	2.3	1.63912e-60	252.265
SFT_seq_5	13719	gi|1272206674|gb|KY349818.1|	gi|1272206674|gb|KY349818.1| Synthetic construct Fp-131 (Fp-131) and kanamycin resistance (KanR2) ge	5915	85	85	100.0	0.62	1.44	3.67583e-32	158.086
SFT_seq_5	13719	gi|1272206674|gb|KY349818.1|	gi|1272206674|gb|KY349818.1| Synthetic construct Fp-131 (Fp-131) and kanamycin resistance (KanR2) ge	5915	42	42	100.0	0.31	0.71	2.9439e-08	78.6796
SFT_seq_5	13719	gi|1272206677|gb|KY349819.1|	gi|1272206677|gb|KY349819.1| Synthetic construct Trx-Fp-131 (Trx-Fp-131) and kanamycin resistance (K	6269	5200	5200	100.0	37.9	82.95	0.0	9603.7
SFT_seq_5	13719	gi|1272206677|gb|KY349819.1|	gi|1272206677|gb|KY349819.1| Synthetic construct Trx-Fp-131 (Trx-Fp-131) and kanamycin resistance (K	6269	1754	1754	100.0	12.79	27.98	0.0	3240.14
SFT_seq_5	13719	gi|1272206677|gb|KY349819.1|	gi|1272206677|gb|KY349819.1| Synthetic construct Trx-Fp-131 (Trx-Fp-131) and kanamycin resistance (K	6269	321	321	100.0	2.34	5.12	2.36417e-163	593.895
SFT_seq_5	13719	gi|1272206677|gb|KY349819.1|	gi|1272206677|gb|KY349819.1| Synthetic construct Trx-Fp-131 (Trx-Fp-131) and kanamycin resistance (K	6269	292	292	100.0	2.13	4.66	3.12384e-147	540.342
SFT_seq_5	13719	gi|1272206677|gb|KY349819.1|	gi|1272206677|gb|KY349819.1| Synthetic construct Trx-Fp-131 (Trx-Fp-131) and kanamycin resistance (K	6269	136	136	100.0	0.99	2.17	1.63912e-60	252.265
SFT_seq_5	13719	gi|1272206677|gb|KY349819.1|	gi|1272206677|gb|KY349819.1| Synthetic construct Trx-Fp-131 (Trx-Fp-131) and kanamycin resistance (K	6269	85	85	100.0	0.62	1.36	3.67583e-32	158.086
SFT_seq_5	13719	gi|1272206677|gb|KY349819.1|	gi|1272206677|gb|KY349819.1| Synthetic construct Trx-Fp-131 (Trx-Fp-131) and kanamycin resistance (K	6269	42	42	100.0	0.31	0.67	2.9439e-08	78.6796
SFT_seq_6	9404	gi|197223731|gb|EU689033.1|	gi|197223731|gb|EU689033.1| Tagging vector pFA6a-hphMX6-P41nmt1-3FLAG, complete sequence	5626	4055	4047	99.8	43.12	72.08	0.0	7443.12
SFT_seq_6	9404	gi|197223731|gb|EU689033.1|	gi|197223731|gb|EU689033.1| Tagging vector pFA6a-hphMX6-P41nmt1-3FLAG, complete sequence	5626	765	762	99.61	8.13	13.6	0.0	1397.19
SFT_seq_6	9404	gi|197223731|gb|EU689033.1|	gi|197223731|gb|EU689033.1| Tagging vector pFA6a-hphMX6-P41nmt1-3FLAG, complete sequence	5626	765	762	99.61	8.13	13.6	0.0	1397.19
SFT_seq_6	9404	gi|187372941|gb|EU493338.1|	gi|187372941|gb|EU493338.1| Tagging vector pFA6a-5FLAG-hphMX6, complete sequence	4531	4055	4047	99.8	43.12	89.49	0.0	7443.12
SFT_seq_6	9404	gi|187372941|gb|EU493338.1|	gi|187372941|gb|EU493338.1| Tagging vector pFA6a-5FLAG-hphMX6, complete sequence	4531	765	762	99.61	8.13	16.88	0.0	1397.19
SFT_seq_6	9404	gi|187372941|gb|EU493338.1|	gi|187372941|gb|EU493338.1| Tagging vector pFA6a-5FLAG-hphMX6, complete sequence	4531	765	762	99.61	8.13	16.88	0.0	1397.19
SFT_seq_6	9404	gi|197223735|gb|EU689034.1|	gi|197223735|gb|EU689034.1| Tagging vector pFA6a-hphMX6-P81nmt1-3FLAG, complete sequence	5623	4055	4047	99.8	43.12	72.11	0.0	7443.12
SFT_seq_6	9404	gi|197223735|gb|EU689034.1|	gi|197223735|gb|EU689034.1| Tagging vector pFA6a-hphMX6-P81nmt1-3FLAG, complete sequence	5623	765	762	99.61	8.13	13.6	0.0	1397.19
SFT_seq_6	9404	gi|197223735|gb|EU689034.1|	gi|197223735|gb|EU689034.1| Tagging vector pFA6a-hphMX6-P81nmt1-3FLAG, complete sequence	5623	765	762	99.61	8.13	13.6	0.0	1397.19
SFT_seq_6	9404	gi|197223759|gb|EU689040.1|	gi|197223759|gb|EU689040.1| Tagging vector pFA6a-hphMX6-Purg1-3FLAG, complete sequence	5156	4055	4047	99.8	43.12	78.65	0.0	7443.12
SFT_seq_6	9404	gi|197223759|gb|EU689040.1|	gi|197223759|gb|EU689040.1| Tagging vector pFA6a-hphMX6-Purg1-3FLAG, complete sequence	5156	765	762	99.61	8.13	14.84	0.0	1397.19
SFT_seq_6	9404	gi|197223759|gb|EU689040.1|	gi|197223759|gb|EU689040.1| Tagging vector pFA6a-hphMX6-Purg1-3FLAG, complete sequence	5156	765	762	99.61	8.13	14.84	0.0	1397.19
SFT_seq_6	9404	gi|197223727|gb|EU689032.1|	gi|197223727|gb|EU689032.1| Tagging vector pFA6a-hphMX6-P3nmt1-3FLAG, complete sequence	5630	4055	4047	99.8	43.12	72.02	0.0	7443.12
SFT_seq_6	9404	gi|197223727|gb|EU689032.1|	gi|197223727|gb|EU689032.1| Tagging vector pFA6a-hphMX6-P3nmt1-3FLAG, complete sequence	5630	765	762	99.61	8.13	13.59	0.0	1397.19
